#sequenceID	family	LTRtype	start	end
ctgD_rep_0121	RLC_famc1	LTR5	1	836
ctgD_rep_0121	RLC_famc1	LTR3	5931	6766
ctgF_rep_0035	RLG_famc4	LTR5	1	906
ctgF_rep_0035	RLG_famc4	LTR3	7745	8659
TREP3260	RLG_famc16	LTR5	1	4950
TREP3260	RLG_famc16	LTR3	8073	13038
ctgI_rep_0126	RLC_famc1	LTR5	1	1766
ctgI_rep_0126	RLC_famc1	LTR3	6896	8663
ctgB_rep_0157	RLG_famc7	LTR5	1	4321
ctgB_rep_0157	RLG_famc7	LTR3	7074	11367
ctgF_rep_0454	RLC_famc2	LTR5	1	997
ctgF_rep_0454	RLC_famc2	LTR3	8272	9266
TREP3266	RLG_famc5	LTR5	1	1389
TREP3266	RLG_famc5	LTR3	8196	9562
ctgB_rep_0134	RLG_famc1	LTR5	2	480
ctgB_rep_0134	RLG_famc1	LTR3	9238	9716
ctgF_rep_0090	RLX_famc4	LTR5	1	3810
ctgF_rep_0090	RLX_famc4	LTR3	12390	12768
ctgF_rep_0117	RLC_famc1	LTR5	1	1751
ctgF_rep_0117	RLC_famc1	LTR3	6883	8576
TREP3257	RLG_famc7	LTR5	1	4616
TREP3257	RLG_famc7	LTR3	8177	12795
ctgA_rep_0072	RLG_famc4	LTR5	1	886
ctgA_rep_0072	RLG_famc4	LTR3	6476	7368
ctgA_rep_0399	RLG_famc4	LTR5	1	900
ctgA_rep_0399	RLG_famc4	LTR3	6866	7769
rph7_rep_0187	RLG_famc2	LTR5	1	1569
rph7_rep_0187	RLG_famc2	LTR3	5875	7442
TREP3188	RLG_famc1	LTR5	3	471
TREP3188	RLG_famc1	LTR3	9571	10038
ctgH_rep_0052	RLC_famc13	LTR5	1	147
ctgH_rep_0052	RLC_famc13	LTR3	4900	5046
ctgD_rep_0218	RLG_famc2	LTR5	1	1574
ctgD_rep_0218	RLG_famc2	LTR3	5470	7044
ctgB_rep_0016	RLG_famc2	LTR5	1	1559
ctgB_rep_0016	RLG_famc2	LTR3	6059	7639
TREP3339	RLG_famc12	LTR5	1	1578
TREP3339	RLG_famc12	LTR3	5894	7490
ctgF_rep_0409	RLC_famc1	LTR5	1	1723
ctgF_rep_0409	RLC_famc1	LTR3	6471	8196
ctgF_rep_0383	RLG_famc3	LTR5	1	4136
ctgF_rep_0383	RLG_famc3	LTR3	8094	12212
ctgF_rep_0429	RLG_famc1	LTR5	1	474
ctgF_rep_0429	RLG_famc1	LTR3	8789	9261
ctgH_rep_0200	RLC_famc1	LTR5	1	1336
ctgH_rep_0200	RLC_famc1	LTR3	6430	7779
ctgE_rep_0081	RLX_famc8	LTR5	1	1117
ctgE_rep_0081	RLX_famc8	LTR3	6565	7682
sr2_rep_0051	RLC_famc1	LTR5	1	1787
sr2_rep_0051	RLC_famc1	LTR3	6881	8649
TREP2317	RLG_famc4	LTR5	6	911
TREP2317	RLG_famc4	LTR3	8682	9587
rph7_rep_0525	RLG_famc2	LTR5	1	944
rph7_rep_0525	RLG_famc2	LTR3	6041	6984
ctgG_rep_0025	RLG_famc10	LTR5	1	523
ctgG_rep_0025	RLG_famc10	LTR3	12948	13470
ctgI_rep_0076	RLG_famc10	LTR5	1	529
ctgI_rep_0076	RLG_famc10	LTR3	13089	13617
ctgA_rep_0124	RLC_famc1	LTR5	1	1745
ctgA_rep_0124	RLC_famc1	LTR3	6766	8518
TREP2359	RLG_famc5	LTR5	1	1366
TREP2359	RLG_famc5	LTR3	7926	9311
ctgH_rep_0292	RLG_famc1	LTR5	1	483
ctgH_rep_0292	RLG_famc1	LTR3	8048	8530
TREP1417	RLG_famc13	LTR5	5	3766
TREP1417	RLG_famc13	LTR3	7937	11686
ctgL_rep_0054	RLG_famc3	LTR5	2	4154
ctgL_rep_0054	RLG_famc3	LTR3	8151	12303
TREP3198	RLG_famc1	LTR5	1	470
TREP3198	RLG_famc1	LTR3	8629	9099
ctgD_rep_0056	RLG_famc4	LTR5	1	904
ctgD_rep_0056	RLG_famc4	LTR3	6524	7434
ctgA_rep_0484	RLC_famc1	LTR5	1	1739
ctgA_rep_0484	RLC_famc1	LTR3	6994	8724
ctgB_rep_0071	RLG_famc12	LTR5	1	1706
ctgB_rep_0071	RLG_famc12	LTR3	4156	4262
ctgF_rep_0159	RLG_famc6	LTR5	3	1496
ctgF_rep_0159	RLG_famc6	LTR3	8942	10453
ctgH_rep_0149	RLG_famc2	LTR5	1	807
ctgH_rep_0149	RLG_famc2	LTR3	7750	8064
TREP3194	RLG_famc1	LTR5	1	517
TREP3194	RLG_famc1	LTR3	8044	8560
rph7_rep_0522	RLG_famc1	LTR5	1	468
rph7_rep_0522	RLG_famc1	LTR3	9434	9906
TREP3139	RLC_famc1	LTR5	1	645
TREP3139	RLC_famc1	LTR3	6824	7468
ctgK_rep_0032	RLG_famc8	LTR5	1	916
ctgK_rep_0032	RLG_famc8	LTR3	6857	7766
ctgA_rep_0069	RLG_famc7	LTR5	23	3858
ctgA_rep_0069	RLG_famc7	LTR3	7493	11303
rph7_rep_0540	RLC_famc1	LTR5	1	1724
rph7_rep_0540	RLC_famc1	LTR3	7023	8731
ctgH_rep_0141	RLC_famc1	LTR5	1	1687
ctgH_rep_0141	RLC_famc1	LTR3	6798	8571
TREP1623	RLC_famc1	LTR5	6	1814
TREP1623	RLC_famc1	LTR3	7100	8923
ctgC_rep_0099	RLC_famc1	LTR5	1	1749
ctgC_rep_0099	RLC_famc1	LTR3	6971	8718
ctgA_rep_0228	RLG_famc5	LTR5	1	1411
ctgA_rep_0228	RLG_famc5	LTR3	8139	9553
TREP723	RLC_famc1	LTR5	1	1813
TREP723	RLC_famc1	LTR3	6800	8612
TREP3203	RLG_famc13	LTR5	1	3620
TREP3203	RLG_famc13	LTR3	9458	13068
ctgG_rep_0130	RLG_famc8	LTR5	1	980
ctgG_rep_0130	RLG_famc8	LTR3	3776	4759
TREP3271	RLX_famc3	LTR5	1	156
TREP3271	RLX_famc3	LTR3	2185	2340
ctgH_rep_0043	RLG_famc2	LTR5	1	1579
ctgH_rep_0043	RLG_famc2	LTR3	5899	7482
TREP3179	RLG_famc1	LTR5	1	472
TREP3179	RLG_famc1	LTR3	9513	9985
TREP3342	RLX_famc16	LTR5	1	544
TREP3342	RLX_famc16	LTR3	1462	2012
TREP1626	RLC_famc1	LTR5	6	1610
TREP1626	RLC_famc1	LTR3	6899	8508
ctgI_rep_0050	RLG_famc1	LTR5	3	472
ctgI_rep_0050	RLG_famc1	LTR3	8342	8806
ctgB_rep_0109	RLG_famc15	LTR5	29	528
ctgB_rep_0109	RLG_famc15	LTR3	12918	13419
ctgE_rep_0135	RLC_famc1	LTR5	13	1739
ctgE_rep_0135	RLC_famc1	LTR3	6831	8600
TREP1625	RLC_famc1	LTR5	6	1833
TREP1625	RLC_famc1	LTR3	7137	8962
TREP1706	XXX_famc60	LTR5	3	331
TREP1706	XXX_famc60	LTR3	644	973
ctgI_rep_0095	RLG_famc2	LTR5	1	1555
ctgI_rep_0095	RLG_famc2	LTR3	6761	8334
ctgA_rep_0354	RLG_famc1	LTR5	1	471
ctgA_rep_0354	RLG_famc1	LTR3	8514	8984
ctgE_rep_0092	RLC_famc13	LTR5	1	147
ctgE_rep_0092	RLC_famc13	LTR3	4482	4628
TREP3169	RLG_famc10	LTR5	1	484
TREP3169	RLG_famc10	LTR3	12505	12988
rph7_rep_0241	RLC_famc1	LTR5	1	1724
rph7_rep_0241	RLC_famc1	LTR3	7027	8743
ctgL_rep_0093	RLX_famc7	LTR5	1	4218
ctgL_rep_0093	RLX_famc7	LTR3	9971	14227
ctgB_rep_0209	RLG_famc2	LTR5	1	744
ctgB_rep_0209	RLG_famc2	LTR3	5736	6136
TREP705	RLC_famc1	LTR5	1	1808
TREP705	RLC_famc1	LTR3	6774	8604
TREP3527	RLX_famc2	LTR5	1	284
TREP3527	RLX_famc2	LTR3	451	734
ctgA_rep_0235	RLG_famc5	LTR5	1	1403
ctgA_rep_0235	RLG_famc5	LTR3	8116	9521
sr2_rep_0096	RLG_famc2	LTR5	1	1565
sr2_rep_0096	RLG_famc2	LTR3	6692	8254
ctgF_rep_0180	RLC_famc1	LTR5	1	929
ctgF_rep_0180	RLC_famc1	LTR3	7770	8489
ctgG_rep_0133	RLX_famc7	LTR5	1	1495
ctgG_rep_0133	RLX_famc7	LTR3	8148	9641
ctgF_rep_0460	RLC_famc4	LTR5	1	1721
ctgF_rep_0460	RLC_famc4	LTR3	11013	12735
sr2_rep_0070	RLC_famc21	LTR5	3	785
sr2_rep_0070	RLC_famc21	LTR3	4928	5710
ctgD_rep_0332	RLX_famc6	LTR5	1	4078
ctgD_rep_0332	RLX_famc6	LTR3	8807	8935
ctgA_rep_0405	RLG_famc3	LTR5	1	4219
ctgA_rep_0405	RLG_famc3	LTR3	8180	12396
ctgB_rep_0131	RLC_famc2	LTR5	1	1689
ctgB_rep_0131	RLC_famc2	LTR3	8287	9964
rph7_rep_0390	RLG_famc14	LTR5	1	1173
rph7_rep_0390	RLG_famc14	LTR3	12763	13912
TREP3185	RLG_famc1	LTR5	1	473
TREP3185	RLG_famc1	LTR3	6990	7462
ctgD_rep_0007	RLG_famc1	LTR5	1	472
ctgD_rep_0007	RLG_famc1	LTR3	8598	9069
ctgF_rep_0040	RLC_famc1	LTR5	1	1764
ctgF_rep_0040	RLC_famc1	LTR3	7023	8786
ctgF_rep_0245	RLG_famc1	LTR5	2	472
ctgF_rep_0245	RLG_famc1	LTR3	8087	8556
TREP1443	RLC_famc1	LTR5	4	1759
TREP1443	RLC_famc1	LTR3	6880	8634
ctgD_rep_0177	RLG_famc3	LTR5	1	4112
ctgD_rep_0177	RLG_famc3	LTR3	10130	14251
ctgB_rep_0229	RLC_famc1	LTR5	1	1744
ctgB_rep_0229	RLC_famc1	LTR3	6854	8595
TREP3329	RLC_famc26	LTR5	1	1045
TREP3329	RLC_famc26	LTR3	10470	10577
TREP3220	RLG_famc28	LTR5	1	980
TREP3220	RLG_famc28	LTR3	5380	6361
ctgD_rep_0110	RLG_famc1	LTR5	2	482
ctgD_rep_0110	RLG_famc1	LTR3	8715	9195
ctgH_rep_0276	RLG_famc6	LTR5	1	1672
ctgH_rep_0276	RLG_famc6	LTR3	5161	6717
ctgD_rep_0246	RLG_famc1	LTR5	1	472
ctgD_rep_0246	RLG_famc1	LTR3	8642	9114
ctgC_rep_0076	RLG_famc34	LTR5	1	309
ctgC_rep_0076	RLG_famc34	LTR3	4791	5099
TREP1529	RLG_famc18	LTR5	5	542
TREP1529	RLG_famc18	LTR3	11601	12133
ctgD_rep_0313	RLG_famc13	LTR5	1	426
ctgD_rep_0313	RLG_famc13	LTR3	5452	5877
ctgA_rep_0443	RLG_famc4	LTR5	1	897
ctgA_rep_0443	RLG_famc4	LTR3	7610	8501
ctgH_rep_0038	RLG_famc1	LTR5	1	477
ctgH_rep_0038	RLG_famc1	LTR3	8634	9110
ctgA_rep_0453	RLG_famc2	LTR5	1	1575
ctgA_rep_0453	RLG_famc2	LTR3	5466	7005
TREP1418	RLG_famc10	LTR5	6	527
TREP1418	RLG_famc10	LTR3	10499	11015
ctgF_rep_0293	RLG_famc12	LTR5	2	1525
ctgF_rep_0293	RLG_famc12	LTR3	6365	7877
ctgL_rep_0028	RLX_famc7	LTR5	1	4836
ctgL_rep_0028	RLX_famc7	LTR3	8215	13013
ctgG_rep_0058	RLG_famc1	LTR5	1	471
ctgG_rep_0058	RLG_famc1	LTR3	7900	8370
ctgA_rep_0310	RLG_famc4	LTR5	1	952
ctgA_rep_0310	RLG_famc4	LTR3	6586	7494
ctgF_rep_0077	RLG_famc25	LTR5	3	1000
ctgF_rep_0077	RLG_famc25	LTR3	8197	9172
ctgG_rep_0147	RLC_famc3	LTR5	1	1502
ctgG_rep_0147	RLC_famc3	LTR3	13193	14680
ctgG_rep_0155	RLG_famc8	LTR5	1	988
ctgG_rep_0155	RLG_famc8	LTR3	3681	4668
TREP1531	RLG_famc18	LTR5	1	556
TREP1531	RLG_famc18	LTR3	11407	11962
ctgA_rep_0109	RLC_famc3	LTR5	1	1495
ctgA_rep_0109	RLC_famc3	LTR3	14499	15993
ctgK_rep_0031	RLG_famc8	LTR5	1	915
ctgK_rep_0031	RLG_famc8	LTR3	6730	7646
ctgD_rep_0137	RLG_famc1	LTR5	1	469
ctgD_rep_0137	RLG_famc1	LTR3	9533	10001
sr2_rep_0151	RLX_famc10	LTR5	1	702
sr2_rep_0151	RLX_famc10	LTR3	7889	8632
ctgF_rep_0364	RLG_famc6	LTR5	1	1518
ctgF_rep_0364	RLG_famc6	LTR3	8613	10119
ctgH_rep_0317	RLG_famc2	LTR5	1	1506
ctgH_rep_0317	RLG_famc2	LTR3	6653	8232
ctgD_rep_0034	RLG_famc2	LTR5	2	1604
ctgD_rep_0034	RLG_famc2	LTR3	5499	7103
ctgA_rep_0343	RLC_famc1	LTR5	1	1724
ctgA_rep_0343	RLC_famc1	LTR3	6976	8706
ctgF_rep_0369	RLG_famc1	LTR5	1	452
ctgF_rep_0369	RLG_famc1	LTR3	8087	8559
ctgB_rep_0200	RLG_famc9	LTR5	1	967
ctgB_rep_0200	RLG_famc9	LTR3	10595	11561
ctgH_rep_0112	RLX_famc1	LTR5	1	483
ctgH_rep_0112	RLX_famc1	LTR3	5292	5774
ctgD_rep_0319	RLC_famc1	LTR5	3	1667
ctgD_rep_0319	RLC_famc1	LTR3	7040	8708
ctgF_rep_0070	RLC_famc1	LTR5	1	386
ctgF_rep_0070	RLC_famc1	LTR3	6978	7361
TREP574	XXX_famc1	LTR5	1	567
TREP574	XXX_famc1	LTR3	575	1141
TREP3247	RLG_famc2	LTR5	1	1639
TREP3247	RLG_famc2	LTR3	6320	7924
rph7_rep_0517	RLG_famc1	LTR5	1	472
rph7_rep_0517	RLG_famc1	LTR3	8579	9051
ctgA_rep_0441	RLG_famc3	LTR5	1	4115
ctgA_rep_0441	RLG_famc3	LTR3	8161	12113
TREP3178	RLG_famc7	LTR5	1	4215
TREP3178	RLG_famc7	LTR3	9846	14077
ctgF_rep_0115	RLG_famc2	LTR5	1	1190
ctgF_rep_0115	RLG_famc2	LTR3	5451	6637
ctgK_rep_0044	RLG_famc33	LTR5	1	731
ctgK_rep_0044	RLG_famc33	LTR3	2643	3371
ctgF_rep_0379	RLG_famc2	LTR5	2	1529
ctgF_rep_0379	RLG_famc2	LTR3	10682	12212
TREP1622	RLG_famc6	LTR5	6	1512
TREP1622	RLG_famc6	LTR3	8742	10265
ctgD_rep_0316	RLC_famc4	LTR5	3	1712
ctgD_rep_0316	RLC_famc4	LTR3	9612	11326
TREP3212	RLG_famc3	LTR5	1	4093
TREP3212	RLG_famc3	LTR3	8071	12162
ctgE_rep_0030	RLG_famc1	LTR5	1	473
ctgE_rep_0030	RLG_famc1	LTR3	8619	9088
ctgB_rep_0192	RLG_famc4	LTR5	1	920
ctgB_rep_0192	RLG_famc4	LTR3	8530	9449
ctgG_rep_0057	RLG_famc1	LTR5	1	471
ctgG_rep_0057	RLG_famc1	LTR3	8585	9055
ctgE_rep_0054	RLG_famc3	LTR5	1	4219
ctgE_rep_0054	RLG_famc3	LTR3	7987	12193
TREP3208	RLG_famc3	LTR5	1	4097
TREP3208	RLG_famc3	LTR3	9037	13133
TREP3230	RLG_famc2	LTR5	1	1583
TREP3230	RLG_famc2	LTR3	5686	7256
ctgF_rep_0052	RLG_famc7	LTR5	1	3522
ctgF_rep_0052	RLG_famc7	LTR3	9545	11437
ctgD_rep_0136	RLG_famc1	LTR5	1	473
ctgD_rep_0136	RLG_famc1	LTR3	6919	7391
ctgI_rep_0031	RLC_famc18	LTR5	1	1428
ctgI_rep_0031	RLC_famc18	LTR3	6577	8006
ctgD_rep_0094	RLC_famc1	LTR5	5	1727
ctgD_rep_0094	RLC_famc1	LTR3	6966	8675
ctgF_rep_0388	RLG_famc6	LTR5	1	398
ctgF_rep_0388	RLG_famc6	LTR3	1976	2372
TREP3137	RLC_famc1	LTR5	1	1811
TREP3137	RLC_famc1	LTR3	6788	8598
ctgD_rep_0114	RLG_famc5	LTR5	1	1416
ctgD_rep_0114	RLG_famc5	LTR3	8144	9559
sr2_rep_0142	XXX_famc123	LTR5	1	332
sr2_rep_0142	XXX_famc123	LTR3	652	992
ctgH_rep_0234	RLG_famc2	LTR5	1	558
ctgH_rep_0234	RLG_famc2	LTR3	5437	5989
rph7_rep_0397	RLC_famc1	LTR5	1	1752
rph7_rep_0397	RLC_famc1	LTR3	6892	8642
ctgF_rep_0450	RLG_famc1	LTR5	1	471
ctgF_rep_0450	RLG_famc1	LTR3	7965	8435
TREP3516	RLC_famc6	LTR5	1	972
TREP3516	RLC_famc6	LTR3	5462	6433
ctgD_rep_0005	RLG_famc1	LTR5	1	470
ctgD_rep_0005	RLG_famc1	LTR3	9572	10041
ctgI_rep_0106	RLC_famc1	LTR5	1	1744
ctgI_rep_0106	RLC_famc1	LTR3	7005	8763
ctgI_rep_0148	RLG_famc3	LTR5	3	551
ctgI_rep_0148	RLG_famc3	LTR3	10065	10612
ctgA_rep_0351	RLG_famc2	LTR5	3	1610
ctgA_rep_0351	RLG_famc2	LTR3	6374	7944
ctgF_rep_0302	RLC_famc3	LTR5	1	1539
ctgF_rep_0302	RLC_famc3	LTR3	8927	10465
ctgB_rep_0044	RLG_famc9	LTR5	1	955
ctgB_rep_0044	RLG_famc9	LTR3	5356	5731
rph7_rep_0033	RLG_famc2	LTR5	1	1571
rph7_rep_0033	RLG_famc2	LTR3	5553	7122
rph7_rep_0419	RLG_famc1	LTR5	1	473
rph7_rep_0419	RLG_famc1	LTR3	8638	9110
ctgH_rep_0190	RLC_famc1	LTR5	1	1194
ctgH_rep_0190	RLC_famc1	LTR3	6664	7854
rph7_rep_0521	RLG_famc14	LTR5	1	857
rph7_rep_0521	RLG_famc14	LTR3	12479	13336
ctgE_rep_0125	RLG_famc2	LTR5	1	1617
ctgE_rep_0125	RLG_famc2	LTR3	6287	7902
ctgK_rep_0027	RLG_famc8	LTR5	1	979
ctgK_rep_0027	RLG_famc8	LTR3	3479	4457
ctgH_rep_0044	RLG_famc6	LTR5	1	3295
ctgH_rep_0044	RLG_famc6	LTR3	8575	11847
ctgF_rep_0267	RLG_famc2	LTR5	1	1533
ctgF_rep_0267	RLG_famc2	LTR3	6001	7541
TREP2261	RLG_famc7	LTR5	5	4309
TREP2261	RLG_famc7	LTR3	9673	13977
ctgE_rep_0156	RLG_famc24	LTR5	1	1074
ctgE_rep_0156	RLG_famc24	LTR3	6174	7254
TREP3155	RLC_famc1	LTR5	1	1612
TREP3155	RLC_famc1	LTR3	6875	8482
TREP3225	RLG_famc11	LTR5	1	3095
TREP3225	RLG_famc11	LTR3	6742	9886
rph7_rep_03055	RLG_famc9	LTR5	3	1131
rph7_rep_03055	RLG_famc9	LTR3	6112	7258
ctgK_rep_0004	RLG_famc8	LTR5	1	981
ctgK_rep_0004	RLG_famc8	LTR3	3477	4456
rph7_rep_0191	RLG_famc6	LTR5	1	1449
rph7_rep_0191	RLG_famc6	LTR3	8571	10063
rph7_rep_0534	RLG_famc1	LTR5	1	523
rph7_rep_0534	RLG_famc1	LTR3	8058	8580
TREP725	RLC_famc1	LTR5	1	1800
TREP725	RLC_famc1	LTR3	6774	8585
ctgA_rep_0087	RLC_famc1	LTR5	1	1702
ctgA_rep_0087	RLC_famc1	LTR3	6961	8670
ctgB_rep_0085	RLC_famc1	LTR5	3	1706
ctgB_rep_0085	RLC_famc1	LTR3	6824	8473
sr2_rep_0078	RLC_famc1	LTR5	1	1764
sr2_rep_0078	RLC_famc1	LTR3	6859	8623
rph7_rep_0026	RLC_famc1	LTR5	1	1731
rph7_rep_0026	RLC_famc1	LTR3	6855	8581
ctgF_rep_0412	RLC_famc1	LTR5	3	1672
ctgF_rep_0412	RLC_famc1	LTR3	6791	8458
ctgF_rep_0333	RLC_famc1	LTR5	1	1750
ctgF_rep_0333	RLC_famc1	LTR3	6920	8670
rph7_rep_0244	RLG_famc6	LTR5	1	1515
rph7_rep_0244	RLG_famc6	LTR3	8351	9852
TREP3252	RLG_famc2	LTR5	1	1572
TREP3252	RLG_famc2	LTR3	5498	7078
ctgB_rep_0068	RLG_famc1	LTR5	2	471
ctgB_rep_0068	RLG_famc1	LTR3	9481	9955
ctgA_rep_0327	RLG_famc3	LTR5	1	4062
ctgA_rep_0327	RLG_famc3	LTR3	10077	14139
ctgD_rep_0307	RLC_famc1	LTR5	1	1745
ctgD_rep_0307	RLC_famc1	LTR3	7001	8746
ctgF_rep_0135	RLG_famc3	LTR5	1	4057
ctgF_rep_0135	RLG_famc3	LTR3	10005	14047
rph7_rep_0487	RLG_famc10	LTR5	1	517
rph7_rep_0487	RLG_famc10	LTR3	12952	13469
ctgA_rep_0313	RLG_famc1	LTR5	1	482
ctgA_rep_0313	RLG_famc1	LTR3	9685	10166
ctgI_rep_0047	RLG_famc6	LTR5	1	1508
ctgI_rep_0047	RLG_famc6	LTR3	8625	10126
ctgA_rep_0252	RLG_famc4	LTR5	1	870
ctgA_rep_0252	RLG_famc4	LTR3	7577	8449
ctgI_rep_0130	RLG_famc7	LTR5	1	846
ctgI_rep_0130	RLG_famc7	LTR3	6742	7587
ctgF_rep_0036	RLG_famc6	LTR5	1	1516
ctgF_rep_0036	RLG_famc6	LTR3	8670	10183
ctgB_rep_0073	RLG_famc12	LTR5	1	1649
ctgB_rep_0073	RLG_famc12	LTR3	5112	6783
ctgD_rep_0108	RLG_famc6	LTR5	1	1519
ctgD_rep_0108	RLG_famc6	LTR3	8716	10111
ctgF_rep_0045	RLG_famc7	LTR5	1	827
ctgF_rep_0045	RLG_famc7	LTR3	9636	10462
ctgF_rep_0087	RLC_famc1	LTR5	1	1751
ctgF_rep_0087	RLC_famc1	LTR3	6860	8614
ctgA_rep_0194	RLC_famc1	LTR5	1	1728
ctgA_rep_0194	RLC_famc1	LTR3	6974	8713
ctgE_rep_0161	RLG_famc15	LTR5	1	545
ctgE_rep_0161	RLG_famc15	LTR3	13201	13727
ctgE_rep_0010	RLG_famc12	LTR5	1	177
ctgE_rep_0010	RLG_famc12	LTR3	5631	5806
TREP2274	RLX_famc1	LTR5	6	485
TREP2274	RLX_famc1	LTR3	3754	4233
ctgH_rep_0053	RLG_famc12	LTR5	3	1626
ctgH_rep_0053	RLG_famc12	LTR3	7705	9280
TREP726	RLC_famc1	LTR5	5	1805
TREP726	RLC_famc1	LTR3	6778	8590
rph7_rep_0234	RLG_famc1	LTR5	1	483
rph7_rep_0234	RLG_famc1	LTR3	9533	10013
ctgL_rep_0061	RLX_famc7	LTR5	1	4450
ctgL_rep_0061	RLX_famc7	LTR3	7869	12240
TREP2049	RLG_famc5	LTR5	6	738
TREP2049	RLG_famc5	LTR3	9124	9238
ctgD_rep_0287	RLG_famc10	LTR5	1	522
ctgD_rep_0287	RLG_famc10	LTR3	12612	13133
ctgH_rep_0279	RLG_famc5	LTR5	3	1378
ctgH_rep_0279	RLG_famc5	LTR3	7609	8971
ctgF_rep_0257	RLG_famc1	LTR5	1	471
ctgF_rep_0257	RLG_famc1	LTR3	8598	9068
ctgE_rep_0175	RLG_famc2	LTR5	1	1535
ctgE_rep_0175	RLG_famc2	LTR3	6031	7565
ctgL_rep_0082	RLG_famc4	LTR5	1	927
ctgL_rep_0082	RLG_famc4	LTR3	7684	8611
ctgI_rep_0052	RLG_famc1	LTR5	1	482
ctgI_rep_0052	RLG_famc1	LTR3	8585	9066
TREP3153	RLC_famc3	LTR5	1	1415
TREP3153	RLC_famc3	LTR3	13015	14429
ctgD_rep_0172	RLC_famc14	LTR5	1	1433
ctgD_rep_0172	RLC_famc14	LTR3	10482	11911
rph7_rep_0550	RLC_famc7	LTR5	1	2561
rph7_rep_0550	RLC_famc7	LTR3	8205	10761
ctgB_rep_0070	RLG_famc1	LTR5	1	471
ctgB_rep_0070	RLG_famc1	LTR3	9604	10074
ctgF_rep_0136	RLG_famc14	LTR5	1	1148
ctgF_rep_0136	RLG_famc14	LTR3	12859	13007
TREP200	RLG_famc3	LTR5	6	4208
TREP200	RLG_famc3	LTR3	10222	14430
rph7_rep_0142	RLG_famc1	LTR5	1	472
rph7_rep_0142	RLG_famc1	LTR3	8315	8787
TREP1430	RLG_famc2	LTR5	6	1550
TREP1430	RLG_famc2	LTR3	5736	7296
ctgB_rep_0034	RLX_famc8	LTR5	1	1036
ctgB_rep_0034	RLX_famc8	LTR3	7683	8701
ctgB_rep_0057	RLC_famc1	LTR5	1	1739
ctgB_rep_0057	RLC_famc1	LTR3	7033	8772
ctgB_rep_0049	RLG_famc1	LTR5	1	472
ctgB_rep_0049	RLG_famc1	LTR3	9527	9998
ctgH_rep_0091	RLG_famc17	LTR5	1	633
ctgH_rep_0091	RLG_famc17	LTR3	6395	7028
TREP2229	RLC_famc2	LTR5	6	1678
TREP2229	RLC_famc2	LTR3	7675	9347
ctgF_rep_0116	RLG_famc1	LTR5	1	482
ctgF_rep_0116	RLG_famc1	LTR3	8363	8844
TREP3129	RLC_famc1	LTR5	1	1715
TREP3129	RLC_famc1	LTR3	6839	8553
sr2_rep_0250	RLC_famc1	LTR5	1	1766
sr2_rep_0250	RLC_famc1	LTR3	6884	8647
sr2_rep_0041	RLG_famc2	LTR5	1	1570
sr2_rep_0041	RLG_famc2	LTR3	5481	7060
ctgG_rep_0136	RLG_famc1	LTR5	1	476
ctgG_rep_0136	RLG_famc1	LTR3	8105	8581
ctgK_rep_0065	RLG_famc8	LTR5	1	670
ctgK_rep_0065	RLG_famc8	LTR3	6970	7641
TREP796	RLG_famc9	LTR5	6	1068
TREP796	RLG_famc9	LTR3	7417	7521
ctgD_rep_0221	RLG_famc5	LTR5	1	1411
ctgD_rep_0221	RLG_famc5	LTR3	7222	8629
ctgD_rep_0274	RLX_famc24	LTR5	1	936
ctgD_rep_0274	RLX_famc24	LTR3	1560	2496
rph7_rep_0564	RLX_famc9	LTR5	1	375
rph7_rep_0564	RLX_famc9	LTR3	2174	2548
rph7_rep_0239	RLG_famc1	LTR5	1	476
rph7_rep_0239	RLG_famc1	LTR3	9509	9984
ctgF_rep_0058	RLG_famc6	LTR5	1	290
ctgF_rep_0058	RLG_famc6	LTR3	7716	8001
ctgG_rep_0014	RLG_famc17	LTR5	1	632
ctgG_rep_0014	RLG_famc17	LTR3	6619	7241
ctgH_rep_0275	RLC_famc2	LTR5	19	2377
ctgH_rep_0275	RLC_famc2	LTR3	8314	10667
ctgF_rep_0042	RLC_famc2	LTR5	1	1617
ctgF_rep_0042	RLC_famc2	LTR3	8267	9882
rph7_rep_0065	RLC_famc1	LTR5	1	1736
rph7_rep_0065	RLC_famc1	LTR3	6885	8621
ctgL_rep_0055	RLG_famc3	LTR5	1	4103
ctgL_rep_0055	RLG_famc3	LTR3	8075	12176
ctgD_rep_0224	RLG_famc2	LTR5	2	1246
ctgD_rep_0224	RLG_famc2	LTR3	5136	6376
TREP1424	RLC_famc8	LTR5	7	161
TREP1424	RLC_famc8	LTR3	4875	5033
ctgA_rep_0406	RLG_famc3	LTR5	1	4074
ctgA_rep_0406	RLG_famc3	LTR3	8056	12146
ctgD_rep_0146	RLG_famc2	LTR5	7	1550
ctgD_rep_0146	RLG_famc2	LTR3	5390	6955
ctgA_rep_0288	RLG_famc1	LTR5	1	474
ctgA_rep_0288	RLG_famc1	LTR3	8114	8586
ctgB_rep_0038	RLG_famc3	LTR5	1	4112
ctgB_rep_0038	RLG_famc3	LTR3	8146	12248
TREP3215	RLG_famc4	LTR5	1	736
TREP3215	RLG_famc4	LTR3	4560	5306
TREP3455	RLC_famc5	LTR5	5	120
TREP3455	RLC_famc5	LTR3	4895	5010
ctgL_rep_0038	RLG_famc5	LTR5	1	1335
