#copieID	classif_28_02_2013
TREP3173	RLG_famc2.2
TREP3174	RLG_famc2.4
TREP3176	RLG_famc2.4
TREP3177	RLG_famc2.4
TREP3178	RLG_famc7.2
TREP3179	RLG_famc1.1
TREP3180	RLG_famc1.1
TREP3181	RLG_famc1.1
TREP3182	RLG_famc1.1
TREP3183	RLG_famc1.1
TREP3184	RLG_famc1.1
TREP3185	RLG_famc1.1
TREP3187	RLG_famc1.1
TREP3188	RLG_famc1.1
TREP3189	RLG_famc1.1
TREP3191	RLG_famc1.3
TREP3193	RLG_famc1.3
TREP3194	RLG_famc1.2
TREP3195	RLG_famc1.3
TREP3196	RLG_famc1.3
TREP3198	RLG_famc1.3
TREP3199	RLG_famc26
TREP3200	RLG_famc26
TREP3202	RLG_famc10.3
TREP3203	RLG_famc13
TREP3205	RLG_famc3.4
TREP3208	RLG_famc3.3
TREP3209	RLG_famc3.4
TREP3210	RLG_famc3.1
TREP3211	RLG_famc3.1
TREP3212	RLG_famc3.1
TREP3213	RLG_famc21
TREP3214	RLG_famc21
TREP3215	RLG_famc4.1
TREP3216	RLG_famc4.2
TREP3219	RLG_famc9.1
TREP3220	RLG_famc28
TREP3223	RLG_famc11.3
TREP3224	RLG_famc11.2
TREP3225	RLG_famc11.2
TREP3226	RLG_famc2.2
TREP3227	RLG_famc2.5
TREP3228	RLG_famc2.5
TREP3229	RLG_famc2.1
TREP3230	RLG_famc2.1
TREP3231	RLG_famc2.1
TREP3232	RLG_famc2.1
TREP3233	RLG_famc2.5
TREP3234	RLG_famc2.5
TREP3235	RLG_famc2.5
TREP3236	RLG_famc2.1
TREP3237	RLG_famc2.5
TREP3238	RLG_famc2.5
TREP3239	RLG_famc2.5
TREP3240	RLG_famc2.5
TREP3241	RLG_famc2.5
TREP3242	RLG_famc2.5
TREP3243	RLG_famc2.5
TREP3244	RLG_famc2.6
TREP3245	RLG_famc2.6
TREP3246	RLG_famc2.3
TREP3247	RLG_famc2.3
TREP3248	RLG_famc2.3
TREP3250	RLG_famc2.1
TREP3251	RLG_famc2.1
TREP3252	RLG_famc2.1
TREP3255	RLG_famc7.1
TREP3256	RLG_famc7.1
TREP3257	RLG_famc7.3
TREP3259	RLG_famc16
TREP3260	RLG_famc16
TREP3263	RLG_famc5.4
TREP3264	RLG_famc5.3
TREP3265	RLG_famc5.4
TREP3267	RLG_famc5.4
TREP3268	RLG_famc5.4
TREP3269	RLG_famc5.4
TREP3270	RLX_famc3
TREP3271	RLX_famc3
TREP3272	RLX_famc3
TREP3274	RLX_famc5.2
TREP3276	RLX_famc1
TREP3278	RLX_famc18
TREP3279	RLX_famc15
TREP3280	RLX_famc15
TREP3282	XXX_famc29
TREP3283	RLX_famc29
TREP3284	XXX_famc70
TREP3285	XXX_famc29
TREP3286	DTH_famc9
TREP3287	XXX_famc5
TREP3288	XXX_famc5
TREP3289	XXX_famc5
TREP3290	XXX_famc5
TREP3292	XXX_famc5
TREP3293	XXX_famc5
TREP3295	XXX_famc5
TREP3301	DHH_famc1
TREP3302	DHH_famc1
TREP3303	DHH_famc1
TREP3304	DHH_famc1
TREP3305	DHH_famc1
TREP3306	DHH_famc1
TREP3307	DHH_famc1
TREP3308	DHH_famc1
TREP3312	DTH_famc3
TREP3314	DTX_famc2
TREP3316	DXX_famc6
TREP3328	RLC_famc9
TREP3329	RLC_famc26
TREP3330	RLC_famc21
TREP3338	RLG_famc8.1
TREP3339	RLG_famc12.3
TREP3342	RLX_famc16
TREP3343	RLX_famc10.1
TREP3347	XXX_famc72
TREP3348	XXX_famc14
TREP3349	XXX_famc30
TREP3350	XXX_famc14
TREP3351	XXX_famc31
TREP3352	XXX_famc32
TREP3353	XXX_famc13
TREP3356	XXX_famc4
TREP3402	DTC_famc29
TREP3403	DTC_famc29
TREP3405	DTC_famc30
TREP3406	DTC_famc27
TREP3407	DTC_famc27
TREP3408	DTC_famc28
TREP3409	DTC_famc28
TREP3410	DTC_famc30
TREP3412	DTC_famc8
TREP3413	DTC_famc1.3
TREP3415	DTC_famc1.4
TREP3416	DTC_famc3.1
TREP3417	DTC_famc9
TREP3419	DTC_famc12
TREP3420	DTC_famc1.3
TREP3421	DTC_famc32
TREP3422	DTC_famc33
TREP3423	DTC_famc13
TREP3424	DTC_famc13
TREP3425	DTC_famc11.1
TREP3426	DTC_famc23
TREP3427	DTC_famc11.2
TREP3428	DTC_famc11.2
TREP3429	DTC_famc31
TREP3431	DTC_famc12
TREP3432	DTC_famc12
TREP3433	DTC_famc5
TREP3434	DTC_famc5
TREP3435	DTC_famc8
TREP3439	DTC_famc13
TREP3440	DTC_famc13
TREP3441	DTC_famc23
TREP3444	DTC_famc31
TREP3445	DTH_famc4
TREP3446	DTH_famc5
TREP3447	DTH_famn1
TREP3448	DTH_famc2
TREP3449	DTM_famc23
TREP3450	DTT_famn7
TREP3451	DTT_famc1
TREP3452	DTT_famc3
TREP3453	DTT_famc11
TREP3454	RIX_famc1
TREP3455	RLC_famc5.1
TREP3456	RLC_famc2.3
TREP3457	RLG_famc9.3
TREP3458	RLG_famc15
TREP3459	RLG_famc7.1
TREP3500	DTM_famc2
TREP3501	DTM_famc2
TREP3502	DTM_famc2
TREP3503	DTM_famc2
TREP3504	DTM_famc2
TREP3505	DTM_famc2
TREP3510	DTC_famc34
TREP3511	DTH_famc6
TREP3512	DTM_famc2
TREP3513	DTT_famc12
TREP3514	DTT_famc2
TREP3520	RLX_famc2
TREP3521	RLX_famc2
TREP3522	RLX_famc2
TREP3523	RLX_famc2
TREP3524	RLX_famc2
TREP3525	RLX_famc2
TREP3526	RLX_famc2
TREP3527	RLX_famc2
TREP3528	DTT_famn14
TREP3529	RLC_famc1.6
TREP3530	RLC_famc1.7
rph7_rep_0156	DHH_famc2
ctgB_rep_0184	RIX_famc17
ctgD_rep_0207	RIX_famc2
ctgD_rep_0063	RIX_famc18
rph7_rep_0470	RIX_famc19
ctgA_rep_0367	RIX_famc7
ctgF_rep_0282	RIX_famc20
ctgF_rep_0219	RIX_famc21
ctgB_rep_0021	RIX_famc22
ctgF_rep_0330	RIX_famc23
ctgH_rep_0342	RIX_famc3
rph7_rep_0178	RIX_famc24
ctgE_rep_0023	RIX_famc25
ctgF_rep_0355	RIX_famc4
rph7_rep_0106	RIX_famc9
ctgA_rep_0016	RIX_famc26
rph7_rep_05725	RIX_famc4
ctgB_rep_0060	RIX_famc27
ctgG_rep_0043	RIX_famc28
ctgA_rep_0092	RIX_famc29
ctgI_rep_0058	RIX_famc10
rph7_rep_0382	RIX_famc30
ctgI_rep_0104	RIX_famc31
ctgA_rep_0093	RIX_famc32
rph7_rep_0087	RIX_famc5
rph7_rep_0092	RIX_famc5
ctgH_rep_0255	RIX_famc33
ctgE_rep_0022	RIX_famc34
ctgH_rep_0249	RIX_famc35
ctgF_rep_0229	RIX_famc36
ctgA_rep_0114	RIX_famc37
ctgF_rep_0011	RIX_famc38
rph7_rep_0082	RIX_famc39
ctgF_rep_0408	RIX_famc3
rph7_rep_0068	RIX_famc11
ctgA_rep_0018	RIX_famc40
rph7_rep_0215	RIX_famc41
ctgE_rep_0120	RIX_famc42
ctgF_rep_0009	RIX_famc43
ctgH_rep_0254	RIX_famc4
ctgG_rep_0020	RIX_famc3
ctgE_rep_0094	RIX_famc44
ctgI_rep_0056	RIX_famc5
ctgA_rep_0223	RIX_famc45
rph7_rep_0104	RIX_famc46
rph7_rep_00115	RIX_famc47
ctgA_rep_0017	RIX_famc48
ctgA_rep_0042	RIX_famc49
ctgE_rep_0121	RIX_famc50
ctgF_rep_0048	RIX_famc51
ctgG_rep_0015	RIX_famc2
ctgF_rep_0461	RIX_famc12
ctgH_rep_0284	RIX_famc52
rph7_rep_0484	RIX_famc12
ctgG_rep_0124	RIX_famc53
ctgE_rep_0189	RIX_famc54
ctgA_rep_0341	RIX_famc11
ctgF_rep_0183	RIX_famc10
ctgI_rep_0105	RIX_famc55
ctgG_rep_0029	RIX_famc56
ctgH_rep_0039	RIX_famc57
rph7_rep_0415	RLC_famc8
rph7_rep_0329	RLC_famc8
ctgK_rep_0056	RLC_famc16.17
ctgK_rep_0058	RLC_famc11
ctgF_rep_0283	RLC_famc27
ctgF_rep_0347	RLC_famc28
ctgB_rep_0239	RLC_famc20
ctgC_rep_0028	RLC_famc20
rph7_rep_0165	RLC_famc13
rph7_rep_0472	RLC_famc16.17
ctgD_rep_0082	RLC_famc6
ctgE_rep_0092	RLC_famc13
ctgH_rep_0052	RLC_famc13
ctgK_rep_0059	RLC_famc16.17
ctgK_rep_0041	RLC_famc16.17
ctgK_rep_0064	RLC_famc11
ctgK_rep_0045	RLC_famc11
ctgK_rep_0013	RLC_famc11
ctgF_rep_0401	RLC_famc29
ctgD_rep_0313	RLG_famc13
sr2_rep_0199	RLG_famc1.3
ctgH_rep_0278	RLG_famc10.3
ctgF_rep_0239	RLG_famc1.3
ctgF_rep_0079	RLG_famc19
ctgF_rep_0005	RLG_famc29
ctgF_rep_0348	RLG_famc30
ctgF_rep_0102	RLG_famc31
ctgA_rep_0024	RLG_famc23
ctgF_rep_0091	RLG_famc32
ctgA_rep_0434	RLG_famc20
ctgI_rep_0140	RLG_famc17
ctgD_rep_0239	RLG_famc17
ctgH_rep_0091	RLG_famc17
ctgB_rep_0042	RLG_famc20
ctgB_rep_0210	RLG_famc17
ctgF_rep_0108	RLG_famc17
ctgG_rep_0014	RLG_famc17
ctgD_rep_0047	RLG_famc17
ctgA_rep_0217	RLG_famc20
ctgD_rep_0284	RLG_famc20
ctgL_rep_0043	RLG_famc4.2
ctgK_rep_0044	RLG_famc33
ctgC_rep_0076	RLG_famc34
ctgB_rep_0087	RLG_famc4.2
ctgE_rep_0007	RLG_famc4.2
ctgL_rep_0006	RLG_famc4.2
rph7_rep_0303	RLG_famc11.2
ctgH_rep_0106	RLG_famc24
ctgE_rep_0156	RLG_famc24
ctgG_rep_0150	RLG_famc19
ctgF_rep_0077	RLG_famc25
ctgF_rep_0055	RLG_famc25
rph7_rep_03055	RLG_famc9.3
ctgA_rep_0317	RLG_famc9.3
ctgB_rep_0161	RLG_famc1.3
ctgF_rep_0061	RLX_famc4
ctgA_rep_0421	RLX_famc4
ctgF_rep_0090	RLX_famc4
ctgA_rep_0467	RLX_famc4
ctgC_rep_0036	RLX_famc4
ctgA_rep_0286	RLX_famc4
ctgL_rep_0061	RLX_famc7
ctgL_rep_0088	RLX_famc7
ctgA_rep_0454	RLX_famc7
ctgG_rep_0133	RLX_famc7
ctgL_rep_0028	RLX_famc7
ctgL_rep_0093	RLX_famc7
rph7_rep_0445	RLX_famc11
ctgB_rep_0032	RLX_famc11
ctgG_rep_0112	RLX_famc11
ctgE_rep_0052	RLX_famc11
ctgI_rep_0094	RLX_famc19
ctgE_rep_0084	RLX_famc20
ctgG_rep_0080	RLX_famc8
ctgH_rep_0131	RLX_famc8
ctgB_rep_0034	RLX_famc8
ctgH_rep_0239	RLX_famc8
ctgE_rep_0081	RLX_famc8
ctgA_rep_0384	RLX_famc8
rph7_rep_0238	RLX_famc13
ctgL_rep_0047	RLX_famc13
ctgL_rep_0049	RLX_famc13
rph7_rep_0043	RLX_famc21
ctgC_rep_0066	RLX_famc22
rph7_rep_03561	RLX_famc23
ctgE_rep_0028	RLX_famc5.2
ctgD_rep_0019	RLX_famc25
sr2_rep_0084	RLX_famc26
ctgA_rep_0043	RLX_famc27
ctgA_rep_0044	RLX_famc28
ctgG_rep_0105	RLX_famc17
rph7_rep_0406	RLX_famc17
ctgD_rep_0026	SIX_famc2
ctgD_rep_0050	SIX_famc3
ctgB_rep_0036	DTC_famc14
rph7_rep_01895	DTC_famc14
ctgB_rep_0224	DTC_famc14
ctgD_rep_0065	DTC_famc2.5
rph7_rep_0509	DTC_famc2.6
ctgF_rep_0297	DTC_famc12
ctgF_rep_0158	DTC_famc35
ctgF_rep_0300	DTC_famc36
ctgF_rep_0398	DTC_famc37
ctgG_rep_0054	DTC_famc26
rph7_rep_0012	DTC_famc25
rph7_rep_04301	DTC_famc25
rph7_rep_0024	DTC_famc26
ctgL_rep_0039	DTC_famc4.2
ctgE_rep_0083	DTC_famc15
ctgF_rep_0343	DTC_famc3.3
ctgF_rep_0130	DTC_famc8
ctgC_rep_0031	DTC_famc15
ctgH_rep_00165	DTC_famc21
ctgA_rep_0262	DTC_famc5
rph7_rep_0015	DTC_famc38
ctgI_rep_0002	DTC_famc10.1
ctgE_rep_0170	DTC_famc10.1
ctgG_rep_0144	DTC_famc10.1
ctgE_rep_0053	DTC_famc3.3
ctgC_rep_0088	DTC_famc39
sr2_rep_0137	DTC_famc20
ctgF_rep_0006	DTH_famn1
ctgB_rep_0129	DTH_famn7
ctgF_rep_0153	DTX_famn3
ctgF_rep_0214	DTX_famn13
ctgF_rep_0367	DTT_famn23
ctgF_rep_0344	DTT_famn23
ctgF_rep_0319	DTT_famn6
ctgF_rep_0447	DTT_famn6
ctgF_rep_0371	DTT_famn20
ctgF_rep_0299	DTT_famn22
ctgF_rep_0118	DTT_famn31
rph7_rep_0561	DTX_famn1
ctgF_rep_0284	DTT_famn28
ctgF_rep_0455	DTX_famn10
ctgF_rep_0393	DTT_famn5
ctgF_rep_0392	DTT_famn9
ctgH_rep_0179	DTM_famc24
ctgA_rep_0193	DTM_famc13
rph7_rep_0077	DTM_famc4
rph7_rep_0086	DTM_famc25
rph7_rep_0159	DTM_famc9
rph7_rep_0157	DTM_famc9
rph7_rep_0200	DTM_famc26
rph7_rep_0325	DTM_famc5
ctgF_rep_0403	DTM_famc6
rph7_rep_0562	DTM_famc14
rph7_rep_0563	DTM_famc14
ctgF_rep_0402	DTM_famc27
ctgF_rep_0281	DTM_famc28
ctgB_rep_0067	DTM_famc29
ctgH_rep_0124	DTM_famc6
rph7_rep_0199	DTM_famc30
ctgH_rep_01455	DTM_famc15
ctgH_rep_0230	DTM_famc31
ctgI_rep_0020	DTM_famc32
ctgC_rep_0087	DTM_famc6
ctgB_rep_0218	DTM_famc15
ctgF_rep_0007	DTM_famc6
ctgF_rep_0124	DTM_famc33
ctgF_rep_0446	DTM_famc7
ctgF_rep_0318	DTM_famc7
ctgH_rep_0092	DTM_famc7
ctgF_rep_0270	DTM_famc7
ctgB_rep_0228	DTM_famc4
ctgF_rep_0185	DTM_famc4
ctgH_rep_0132	DTM_famc3
ctgA_rep_0331	DTM_famc34
ctgD_rep_0028	DTM_famc11
rph7_rep_0341	DTM_famc13
ctgB_rep_0215	DTX_famn17
ctgF_rep_0449	DTX_famn17
ctgA_rep_0105	DTX_famn17
ctgH_rep_0220	DTX_famn2
sr2_rep_0243	DTX_famn3
ctgB_rep_0168	DTX_famn3
ctgI_rep_0001	DTX_famn2
rph7_rep_0496	DTX_famn2
ctgE_rep_0048	DTX_famn2
ctgH_rep_0223	DTX_famn2
ctgI_rep_0065	DTX_famn2
sr2_rep_0218	DTX_famn2
sr2_rep_0147	DTX_famn2
sr2_rep_0023	DTX_famc3
sr2_rep_0083	DTX_famc9
sr2_rep_0193	DTX_famn29
sr2_rep_0209	DTX_famn37
sr2_rep_0241	DTX_famn31
sr2_rep_0126	DTT_famn6
sr2_rep_0143	DTT_famn10
sr2_rep_0239	DTX_famn31
sr2_rep_0160	DTX_famn21
sr2_rep_0178	DTX_famn33
sr2_rep_0105	DTX_famn33
rph7_rep_0545	DTX_famn3
ctgH_rep_0221	DTX_famn3
sr2_rep_0246	DTX_famn38
sr2_rep_0211	DTX_famc2
sr2_rep_0171	DTT_famn25
sr2_rep_0213	DTX_famn30
sr2_rep_0244	DTX_famn30
sr2_rep_0217	DTT_famn16
rph7_rep_0425	DTX_famn15
rph7_rep_0413	DTX_famn15
ctgF_rep_0406	DTX_famn15
rph7_rep_0355	DTX_famn5
ctgA_rep_0169	DTX_famn39
rph7_rep_0225	DTT_famn10
rph7_rep_0151	DTX_famn9
ctgH_rep_0023	DTT_famn31
ctgD_rep_0166	DTX_famn32
ctgA_rep_0241	DTT_famn31
rph7_rep_0184	DTT_famn31
ctgB_rep_0144	DTT_famn31
sr2_rep_0158	DTX_famn6
ctgA_rep_0186	DTX_famn6
ctgH_rep_0246	DTX_famn6
rph7_rep_0152	DTX_famn6
rph7_rep_0535	DTX_famn8
ctgC_rep_0050	DTX_famn8
ctgH_rep_0321	DTX_famn8
rph7_rep_0222	DTT_famn6
rph7_rep_0073	DTX_famn1
rph7_rep_0197	DTT_famn31
ctgD_rep_0030	DTT_famn5
rph7_rep_0548	DTT_famn31
rph7_rep_0255	DTT_famn28
rph7_rep_0057	DTT_famn14
rph7_rep_0572	DTT_famn5
ctgB_rep_0146	DTT_famn19
rph7_rep_0465	DTX_famn9
ctgC_rep_0019	DTX_famn20
sr2_rep_0258	DTX_famn18
ctgH_rep_0182	DTX_famn18
ctgI_rep_0086	DTX_famn18
ctgH_rep_0222	DTX_famn18
rph7_rep_0063	DTX_famn26
rph7_rep_0062	DTX_famn26
ctgA_rep_0136	DTX_famn12
rph7_rep_0320	DTX_famn40
rph7_rep_0088	DTX_famn41
rph7_rep_0353	DTX_famn28
rph7_rep_0354	DTX_famn28
ctgI_rep_0043	DTX_famn42
rph7_rep_0085	DTT_famn16
ctgE_rep_0128	DTX_famn16
rph7_rep_0386	DTX_famn16
ctgF_rep_0225	DTT_famn28
ctgF_rep_0224	DTT_famn28
rph7_rep_0507	DTT_famn14
ctgG_rep_0033	DTX_famn1
rph7_rep_0352	DTX_famn1
sr2_rep_0119	DTX_famn1
sr2_rep_0208	DTX_famn1
rph7_rep_0417	DTX_famn1
ctgI_rep_0089	DTX_famn1
ctgD_rep_0004	DTX_famn1
ctgB_rep_0076	DTX_famn21
ctgA_rep_0189	DTT_famn22
ctgH_rep_0063	DTX_famn20
ctgA_rep_0335	DTX_famn57
ctgE_rep_0088	DTX_famn12
ctgI_rep_0112	DTT_famn16
rph7_rep_0168	DTT_famn4
ctgA_rep_0037	DTX_famn34
ctgH_rep_0340	DTX_famn34
ctgI_rep_0062	DTX_famn43
rph7_rep_0081	DTX_famn10
ctgA_rep_0212	DTX_famn19
ctgB_rep_0182	DTX_famn4
rph7_rep_0004	DTT_famn4
ctgA_rep_0334	DTX_famn4
rph7_rep_0497	DTX_famn24
ctgA_rep_0362	DTX_famn4
rph7_rep_0181	DTX_famn24
ctgB_rep_0029	DTX_famn4
rph7_rep_0541	DTX_famn4
rph7_rep_0161	DTX_famn27
rph7_rep_0160	DTX_famn27
rph7_rep_0221	DTT_famn1
rph7_rep_0348	DTX_famn44
rph7_rep_0017	DTX_famn45
rph7_rep_0154	DTX_famn46
rph7_rep_0567	DTT_famn1
ctgE_rep_0119	DTT_famn28
ctgC_rep_0017	DTX_famn47
ctgA_rep_0368	DTX_famn20
ctgA_rep_0365	DTX_famn48
ctgF_rep_0010	DTX_famn49
rph7_rep_0379	DTX_famn5
ctgH_rep_0212	DTX_famn23
ctgE_rep_0090	DTX_famn50
ctgC_rep_0025	DTX_famn36
sr2_rep_0006	DTT_famn14
rph7_rep_0153	DTT_famn14
ctgC_rep_0082	DTX_famn24
ctgH_rep_0058	DTX_famn22
rph7_rep_0162	DTT_famn10
ctgH_rep_0007	DTX_famn9
ctgA_rep_0048	DTX_famn4
rph7_rep_0372	DTX_famn51
ctgA_rep_0487	DTX_famn52
ctgC_rep_0007	DTX_famn19
ctgB_rep_0112	DTX_famn19
ctgD_rep_0335	DTX_famn19
rph7_rep_0067	DTX_famc10
ctgE_rep_0115	DTX_famc3
rph7_rep_0059	DTX_famc11
ctgB_rep_0171	DTX_famn13
ctgH_rep_0086	DTX_famn13
ctgI_rep_0083	DTX_famn13
ctgD_rep_0283	DTX_famn11
ctgA_rep_0482	DTX_famn11
ctgH_rep_0261	DTX_famn7
ctgH_rep_0325	DTX_famn7
ctgA_rep_0301	DTX_famn7
ctgC_rep_0055	DTX_famn7
ctgA_rep_0388	DTX_famn7
ctgH_rep_0096	DTT_famn6
rph7_rep_0489	DTT_famn6
ctgH_rep_0285	DTT_famn6
ctgI_rep_0149	DTT_famn6
ctgE_rep_0039	DTT_famn6
ctgF_rep_0321	DTX_famn53
ctgB_rep_0160	DTX_famn54
ctgI_rep_0077	DTH_famn2
ctgA_rep_0408	DTT_famn22
ctgI_rep_0110	DTX_famn15
ctgB_rep_0080	DTT_famn22
rph7_rep_0298	DTT_famn22
ctgB_rep_0120	DTX_famn11
ctgB_rep_0006	DTX_famn11
ctgI_rep_0078	DTT_famn31
ctgG_rep_0145	DTT_famn6
ctgI_rep_0003	DTT_famn6
ctgB_rep_0114	DTX_famn5
ctgD_rep_0334	DTX_famn5
ctgA_rep_0210	DTX_famn5
ctgD_rep_0182	DTX_famn5
rph7_rep_0381	DTT_famn22
ctgB_rep_0170	DTX_famn25
ctgD_rep_0200	DTX_famn25
ctgI_rep_0061	DTX_famn3
ctgE_rep_0047	DTT_famn14
ctgE_rep_0132	DTT_famn31
ctgB_rep_0108	DTT_famn5
ctgH_rep_0013	DTX_famn10
ctgC_rep_0015	DTX_famn14
ctgC_rep_0018	DTX_famn14
ctgC_rep_0073	DTX_famn14
ctgH_rep_0062	DTX_famn23
ctgI_rep_0060	DTX_famn3
ctgB_rep_0159	DTT_famn28
ctgB_rep_0028	DTX_famn14
ctgH_rep_0061	DTH_famn4
ctgD_rep_0256	DTX_famn22
ctgD_rep_0014	DTX_famn55
ctgD_rep_0027	DTX_famn56
ctgD_rep_0329	DTT_famn9
sr2_rep_0149	DTX_famn17
ctgB_rep_0098	XXX_famc17
ctgG_rep_0038	XXX_famc17
ctgB_rep_0010	XXX_famc17
rph7_rep_00685	XXX_famc14
ctgE_rep_0104	XXX_famc33
ctgB_rep_0153	XXX_famc73
ctgB_rep_0012	XXX_famc74
ctgA_rep_0081	XXX_famc75
rph7_rep_04695	DTM_famc36
rph7_rep_04365	XXX_famc77
ctgF_rep_0440	XXX_famc78
ctgB_rep_0241	XXX_famc79
ctgF_rep_0104	XXX_famc80
ctgE_rep_0061	XXX_famc81
rph7_rep_00673	XXX_famc82
ctgG_rep_0028	XXX_famc83
rph7_rep_01055	RLG_famc35
ctgG_rep_0103	XXX_famc84
ctgH_rep_0011	XXX_famc34
ctgA_rep_0470	RLG_famc37
ctgA_rep_0462	RLG_famc37
ctgI_rep_0019	XXX_famc85
ctgA_rep_0090	XXX_famc86
ctgG_rep_0040	XXX_famc87
ctgI_rep_0042	XXX_famc88
ctgG_rep_0065	XXX_famc37
ctgB_rep_0009	XXX_famc37
rph7_rep_01901	XXX_famc89
ctgG_rep_0067	XXX_famc90
ctgH_rep_0010	XXX_famc27
rph7_rep_05085	XXX_famc91
ctgH_rep_0009	XXX_famc34
ctgA_rep_0089	XXX_famc38
ctgI_rep_0111	XXX_famc92
ctgG_rep_0023	XXX_famc93
ctgA_rep_0038	XXX_famc94
rph7_rep_01825	XXX_famc95
ctgB_rep_0031	XXX_famc96
ctgE_rep_0187	XXX_famc97
ctgD_rep_0286	XXX_famc9
ctgA_rep_0254	XXX_famc9
ctgG_rep_0076	RIX_famc60
rph7_rep_04294	XXX_famc9
ctgB_rep_0102	XXX_famc99
ctgH_rep_0310	XXX_famc16
ctgF_rep_0004	XXX_famc33
ctgE_rep_0164	RLG_famc38
ctgF_rep_0434	DTA_famc3
ctgA_rep_0236	DTM_famc37
ctgB_rep_0231	XXX_famc103
ctgD_rep_0215	XXX_famc9
ctgG_rep_0110	XXX_famc9
ctgD_rep_0264	RLG_famc36
ctgK_rep_0050	RLG_famc36
ctgH_rep_0004	XXX_famc16
ctgE_rep_0067	XXX_famc104
ctgE_rep_0058	XXX_famc105
ctgA_rep_0297	XXX_famc106
ctgH_rep_0175	DTM_famc35
rph7_rep_03606	XXX_famc107
ctgC_rep_0014	XXX_famc108
ctgC_rep_0077	XXX_famc109
ctgH_rep_0303	XXX_famc110
ctgB_rep_0023	RLG_famc35
ctgB_rep_0111	DXX_famc7
ctgA_rep_0184	XXX_famc111
ctgE_rep_0107	XXX_famc112
ctgI_rep_0015	XXX_famc113
ctgD_rep_0104	DTM_famc38
ctgD_rep_0253	DTC_famc40
ctgD_rep_0022	XXX_famc116
ctgD_rep_0083	RIX_famc59
ctgD_rep_0191	XXX_famc118
ctgD_rep_0251	XXX_famc119
ctgD_rep_0339	XXX_famc40
ctgD_rep_0106	DTC_famc41
ctgD_rep_0288	XXX_famc121
sr2_rep_0011	XXX_famc19
sr2_rep_0169	XXX_famc41
sr2_rep_0013	XXX_famc122
sr2_rep_0202	XXX_famc40
sr2_rep_0139	XXX_famc42
sr2_rep_0142	XXX_famc123
sr2_rep_0181	XXX_famc42
sr2_rep_0172	XXX_famc124
sr2_rep_0026	XXX_famc16
sr2_rep_0155	RLX_famc30
sr2_rep_0102	XXX_famc126
sr2_rep_0177	XXX_famc14
sr2_rep_0152	XXX_famc30
ctgA_rep_0204	XXX_famc38
ctgC_rep_0097	XXX_famc127
ctgA_rep_0086	XXX_famc128
rph7_rep_0007	XXX_famc129
ctgH_rep_00675	DTM_famc41
ctgF_rep_0100	DTM_famc41
ctgG_rep_0068	XXX_famc130
ctgA_rep_0080	XXX_famc131
rph7_rep_02421	XXX_famc132
ctgH_rep_0311	XXX_famc133
ctgB_rep_0065	XXX_famc134
ctgG_rep_0042	DXX_famc7
ctgI_rep_0068	XXX_famc135
ctgG_rep_0064	XXX_famc136
ctgB_rep_0063	XXX_famc137
rph7_rep_0155	RLC_famc30
ctgH_rep_0238	XXX_famc139
ctgA_rep_0191	XXX_famc140
ctgE_rep_0116	XXX_famc141
ctgH_rep_0050	XXX_famc142
rph7_rep_02065	XXX_famc143
ctgA_rep_0459	XXX_famc144
ctgL_rep_0005	DTM_famc39
rph7_rep_03315	XXX_famc146
rph7_rep_0091	XXX_famc147
ctgC_rep_0023	DTH_famc7
rph7_rep_0105	RIX_famc58
ctgC_rep_0020	XXX_famc150
ctgE_rep_0021	XXX_famc151
rph7_rep_0069	XXX_famc152
rph7_rep_03316	XXX_famc44
rph7_rep_04955	XXX_famc44
rph7_rep_0464	XXX_famc153
ctgE_rep_0063	XXX_famc154
ctgA_rep_0091	XXX_famc41
ctgA_rep_0190	XXX_famc155
rph7_rep_01045	RLG_famc35
ctgB_rep_0003	XXX_famc156
ctgH_rep_0251	XXX_famc157
ctgH_rep_0256	XXX_famc158
rph7_rep_0064	DTM_famc40
ctgG_rep_0062	XXX_famc160
ctgC_rep_0085	DTH_famc10
sr2_rep_0237	DTT_famn30
rph7_rep_0423	RLC_famc9
sr2_rep_0226	RLC_famc9
sr2_rep_0131	RLC_famc5.1
ctgA_rep_0458	RLC_famc1.6
ctgF_rep_0327	RLC_famc1.6
ctgF_rep_0323	RLC_famc1.6
ctgD_rep_0129	RLC_famc1.4
rph7_rep_0542	RLC_famc1.8
ctgH_rep_0113	RLC_famc1.8
ctgF_rep_0380	RLC_famc1.5
ctgC_rep_0099	RLC_famc1.6
ctgF_rep_0356	RLC_famc1.5
ctgB_rep_0174	RLC_famc1.4
ctgA_rep_0163	RLC_famc1.6
ctgG_rep_0078	RLC_famc1.6
sr2_rep_0078	RLC_famc1.8
ctgA_rep_0194	RLC_famc1.5
ctgE_rep_0155	RLC_famc1.4
ctgC_rep_0106	RLC_famc1.8
ctgE_rep_0135	RLC_famc1.9
ctgH_rep_0327	RLC_famc1.4
sr2_rep_0214	RLC_famc1.6
ctgG_rep_0021	RLC_famc1.6
ctgA_rep_0154	RLC_famc1.6
rph7_rep_0026	RLC_famc1.8
ctgD_rep_0307	RLC_famc1.6
ctgF_rep_0040	RLC_famc1.6
sr2_rep_0250	RLC_famc1.8
ctgA_rep_0279	RLC_famc1.6
rph7_rep_0213	RLC_famc1.6
ctgI_rep_0106	RLC_famc1.6
ctgC_rep_0029	RLC_famc1.7
